edge1,edge2,x1,x2,angle,y
0,1,0.30315004538950274,0.7461779852882265,1.1848961280132935,-5.969591729716272
0,1,2.9566925827598998,0.5631418624572655,0.1882092084261115,-4.754944738699187
0,1,0.7307523475995715,0.323073885894389,0.4162743654297199,-4.286670306825565
0,1,1.0681491866489912,0.3433941186617689,0.31104957479109907,-5.641415081055896
0,4,0.6219641157920657,1.249769574234085,1.109020039185403,-4.943378820652495
0,4,0.16584597441427992,0.48749556138813677,1.2428785838427148,-6.019156105401884
0,4,1.4026642533118543,1.5856170177277424,0.84654524860414,-6.804846736777861
0,4,1.8676781026258034,0.6105528138033142,0.31595370033357706,-3.999512266508842
0,4,1.0005171514396936,0.3968789263070498,0.37763566641003904,-5.510931973557737
0,4,0.4566198940977656,1.8617622284057425,1.3302817193495458,-6.135952182413436
0,4,0.955341041170459,2.4643355845448727,1.2009670396676209,-6.135752326597584
0,4,0.6722779208799277,0.1650504945224598,0.24074769446454738,-5.472498138727351
0,4,0.7122497438177142,0.307705810744935,0.40780121024303384,-4.945280047181096
0,4,0.45604429519352774,1.9098602917293759,1.3364013293539225,-4.0008635731141515
0,4,0.40700779557304145,0.36050039749756135,0.724876853341597,-4.565674584303714
0,4,1.907243487937896,0.2891984475998725,0.15048529502525224,-4.597116684527461
0,4,1.4825370205828583,0.23275073629672502,0.15572379669576014,-4.705548961791918
0,4,0.2870433147045565,1.1635680905012113,1.3289331865126115,-5.452198185902245
1,6,0.7275085060728624,0.27737309074238115,0.3642514002775136,-4.842804468179635
1,6,0.17416317332502362,0.5733562239640545,1.2758927935756048,-5.712249580114327
1,6,1.1197331300683602,1.1685491897593416,0.8067279861660558,-4.077948876705893
1,6,0.20072108771987884,1.0395185455193066,1.3800533214927957,-6.437506142534655
1,6,0.2184793001068803,0.2102416310541959,0.7661860025216348,-4.779829789922617
1,6,0.8752113850860315,0.42473252916603155,0.45181161527818714,-5.4929934986052995
1,6,0.9359605174300424,0.17105920693198112,0.18076819500070804,-6.286647980515527
1,6,0.4483515358645353,0.023572918892523397,0.052528500249294376,-5.507031163903329
3,4,1.258568762557162,2.5128974751904543,1.1064740195312006,-5.189108895958842
3,4,0.07100444850252804,0.6807767937647932,1.4668729158953162,-4.935527369391797
3,4,0.35560129263739426,0.7298245906019671,1.1174070002616734,-3.9728999973373953
3,4,0.4055449774264474,0.9993398331853578,1.185288910902885,-4.190951533946887
3,4,0.10863637408766928,0.8681362325431909,1.446305976817459,-5.937127096569614
3,4,2.289055673620625,0.3258330383987493,0.14139400903071273,-2.8753726597428515
3,4,0.23863439323197172,0.09704205286962192,0.38623090865109033,-4.7969904074198775
3,4,0.23127830693548831,0.11008379109879902,0.4442474222479864,-3.7324085026539335
3,4,1.6205986854759762,0.3147593457683283,0.19183570609227454,-4.998132466246175
3,4,0.3503435351388069,1.372923191254193,1.320947662367796,-3.7158311379341757
3,8,0.9489609344208783,0.4820617179778319,0.4700183657098171,-5.186264018309296
3,8,0.23253920769573777,1.3706903100433536,1.402745226194256,-4.537035202638146
3,8,0.1572683332762121,1.442416073563126,1.4621941333523085,-5.225000400928912
3,8,0.7437915782288548,0.4693646945506778,0.5629332629864559,-3.3196827147291694
3,8,0.9754220870788514,0.17097980068611007,0.17352510867824292,-6.014524120922401
3,8,2.2508286097603025,1.4483713148707438,0.5717806285213923,-4.229369536441983
3,8,0.9613628070629807,0.8643561319182638,0.7323146690204043,-3.7067685590166803
3,8,0.12401443475501553,0.11508494969005673,0.7480691794927495,-5.481731117501797
6,8,0.9460466313654753,1.3109776886828584,0.9456976947501065,-7.546918853654134
6,8,0.0032592793260060593,0.2504074792256385,1.5577811592797353,-5.322396919886771
6,8,0.075640633871698,0.19419570019431762,1.199368018270032,-5.016418266047392
6,8,0.6723020492281028,0.04451723468219189,0.06611959953735294,-3.9240657590123282
6,8,1.6823821827087393,0.048328623029365296,0.02871840685278376,-4.900194898741177
6,8,0.21056581392940468,0.8925181254543344,1.3391095752219562,-4.583695977662197
