edge1,edge2,x1,x2,angle,y,which
0,1,8.887058686328974,10.235426793268253,0.8557938277338656,-4.559898833065318,0
0,1,6.248112054630999,6.761735914234835,0.8248572914727879,-6.07190271806639,0
0,1,0.6527625563222945,9.420294816915094,1.5016136938552096,-3.1255596389100884,0
0,1,0.8227520073668062,2.1218240660347423,1.2008886614817404,-5.898271698693751,0
0,1,2.929840356689378,1.760973893736443,0.541189533408683,-5.314222415234181,0
0,1,6.431169187030067,3.3472301450756454,0.4798891240970489,-3.5024969967118715,0
0,1,3.814282567069684,3.4098876144786563,0.7294784745421778,-4.611565067371313,0
0,1,7.809519597178694,2.2832782445145345,0.28444324026902096,-4.736572494572567,0
0,1,3.5071516260889526,5.1993985415332915,0.9773694402927625,-4.241245068346571,0
0,1,5.514532922784956,7.298343382924136,0.9237291566121394,-3.697375840118214,0
0,1,4.457308890387873,2.0969382702156736,0.4397289085101698,-6.566459586785746,0
0,1,8.080074382154287,3.373558232435071,0.3955143720592174,-4.0623482852903035,0
0,1,4.08842883286647,4.514574581578246,0.834892241232303,-6.609022346280037,0
0,1,3.822010673521758,2.4682130778659532,0.5734093567631039,-3.4655330365704637,0
0,1,5.342140764337444,0.7060387395259977,0.1314024572275814,-5.826959413586321,0
0,1,2.5832142926676926,2.8444151011480385,0.8334853533740048,-4.6455716674449485,0
0,1,1.3572637626198558,4.239030811936598,1.2609277832861079,-5.5759828242733995,0
0,1,4.406419572916072,4.213686089133198,0.763043289257994,-4.480315636983517,0
0,1,3.559769187461773,5.558039240924778,1.001148274087206,-5.731203177859293,0
0,1,8.814067693749692,6.84566271831339,0.6603554520903127,-6.142621500309794,0
0,1,4.36136804423828,0.1787447221601548,0.04096071333342409,-4.82821215583413,0
0,1,8.395282976413544,5.971316836356895,0.6182500539874203,-5.294045080882583,0
0,1,4.935244511962044,7.464699534068242,0.9866265609115598,-4.599985702833591,0
0,1,4.27201427332268,9.308435642863707,1.1405327415676318,-3.3634176164060268,0
0,1,5.5097594836130375,6.258103195328978,0.8489048013394372,-4.358128910130322,0
0,1,3.1342905828159386,5.069071595261099,1.0170175701201687,-5.010766260777503,0
0,1,10.993317106985614,3.584626845379656,0.3152023276549327,-4.4174072878875545,0
0,1,4.327105327727888,7.763026059710313,1.0622900226351806,-5.183184801172899,0
0,1,4.309980657149488,4.609466851937997,0.8189623189939738,-6.489574487494008,0
0,1,5.213593474610458,0.7437291041910066,0.14169592759703412,-3.5726402807315853,0
0,1,8.312654092153247,5.019749373355931,0.5432590800385405,-4.933552253173433,0
0,1,2.2721336048870713,6.631133113558518,1.2406875981406174,-6.28928763661811,0
0,1,5.008371082636022,1.3068831451514251,0.2552481111011703,-4.037933962983674,0
0,1,4.429716671645993,4.001795728702408,0.7346891004023756,-5.143524011294698,0
0,1,4.947588784473757,5.060092755197007,0.7966394515343819,-2.952343901427159,0
0,1,6.01897698249558,0.6035865830513316,0.09994645994548174,-5.922896369595623,0
0,1,4.003906513676003,1.3937174654364677,0.33497172390725233,-4.228776032871896,0
0,1,5.403544356515767,0.23347787273329645,0.04318142357402153,-5.004823232659909,0
0,1,11.198593720597131,7.252921080514184,0.5747309783519252,-3.3442147550104178,0
0,1,4.238847848821043,11.032170702497815,1.203961662175809,-6.798929144131224,0
0,1,3.450279907408805,3.4733091168238723,0.7887243464517233,-5.0879885034736025,0
0,1,6.415088866090784,4.86939825735508,0.6492704710393692,-6.1246546611978125,0
0,1,3.795668431555295,2.673898540112556,0.6137133299178802,-2.585982490149139,0
0,1,3.8149108237557527,6.977233826450393,1.0704397994060117,-4.1646406697091445,0
0,1,0.29579786348923154,2.108556105166997,1.4314213072965942,-4.731222560116675,0
0,4,6.077687723012354,3.4753714569311462,0.5194446210487074,-4.639436522938901,0
0,4,3.937157418673349,1.843350209974246,0.43787994126906193,-5.065433691846921,0
0,4,4.070215825420474,0.6332756084931948,0.15435018229794914,-5.09842431466842,0
0,4,2.1420414074157375,0.28005525254766095,0.1300048212714921,-4.794670178164698,0
0,4,1.8466746011187944,0.03649594295883052,0.019760488685271162,-6.1785943378014005,0
0,4,1.7999376537773628,3.2998454668775397,1.0714444798299407,-5.954055355828389,0
