edge1,edge2,x1,x2,angle,y,which
0,1,5.204002963240704,5.876550708625533,0.8460200141099309,-5.2552884867143606,0
0,1,6.590374777492125,6.364332160989634,0.767951247638867,-5.055431725330998,0
0,1,5.662030185563833,2.199595084754491,0.37053753841117726,-5.153257065969967,0
0,1,5.84288842114883,4.868062589071568,0.6946361413149299,-4.117037024264433,0
0,1,6.2793477639357125,4.534309736656974,0.6254039486318383,-4.40232789945703,0
0,1,6.286982836107882,1.3195003596934418,0.20687549300206476,-3.219444546283522,0
0,1,6.861552149804874,8.67252594500988,0.901454983325316,-5.548507620903569,0
0,1,5.729285440917023,4.323201366307747,0.6464255545954523,-4.866080975826048,0
0,1,2.977372390622878,8.22360165873853,1.2234252596522592,-5.252228674925823,0
0,1,3.856459945288883,6.010748194067012,1.0003531404453012,-5.821607553938884,0
0,1,4.519800343829079,6.197321746276113,0.9406655139609892,-3.4866151174257087,0
0,1,1.9804021534699974,5.999912873872578,1.251984002172611,-4.177536343181853,0
0,1,0.4351794242676621,2.0159835516643456,1.3581939419230369,-5.800419310733947,0
0,1,0.16274244204176425,8.122201265029055,1.5507622666691625,-4.616807535957895,0
0,1,5.973810766646074,2.585078182935729,0.4084041436848668,-5.320514548656647,0
0,1,7.690912579653123,4.014456227289158,0.4810718596291215,-4.880572938483965,0
0,1,4.788992642416351,1.49197559642103,0.3020124805261297,-3.199279366453984,0
0,1,4.193347906082938,4.246021844529346,0.7916395363950397,-4.038510439930671,0
0,1,4.827846005366353,2.5016234464433826,0.47807420831291975,-3.2689142778916223,0
0,1,7.265654525003856,3.729910405427117,0.4742799202597732,-4.4831126947493125,0
0,1,7.826710676566947,0.050843210585105325,0.006496023363850592,-5.476065253574014,0
0,1,9.763733902472609,1.9066502414503472,0.19285185051084497,-5.6277760234849605,0
0,1,5.81079619339596,4.989629395360755,0.7095131949400096,-5.529491735488284,0
0,1,5.190630988883843,4.526604506550199,0.7171693162007211,-4.917027769337127,0
0,1,9.304054908491448,4.294493112707351,0.432435590615219,-5.7772286172507705,0
0,1,10.144329459171882,0.7318544859844072,0.07201941974925465,-5.154995163484436,0
0,1,5.603561598577936,4.654894786051496,0.6931838708152516,-6.166811159262744,0
0,4,4.8134816535139375,0.8461171691064209,0.17400306633513474,-6.8908872238969385,0
0,4,1.7358396325799728,0.06312019955195769,0.03634690667126802,-4.28688806269142,0
0,4,5.331762998445879,0.8595578651090552,0.15983928783860846,-6.61004034326653,0
0,5,2.9595471424837907,0.8660966423574816,0.2846954942225268,-4.55953246921992,0
0,5,2.6113217312204307,0.617338955507309,0.2321464370062513,-5.111879831914124,0
0,5,4.9550585572011965,1.1108417942750073,0.2205370394918252,-5.744250886141784,0
1,6,4.638748849224933,5.805769256562398,0.8966718286282751,-4.1752630706735685,0
1,6,7.661471039348394,1.2880628660865767,0.1665644733702688,-6.141801732329881,0
1,6,7.8553754668213,4.37559189762001,0.5082159573277063,-3.369974022476976,0
1,6,3.129008599843579,1.026668937071018,0.31704507490918865,-4.800303641184532,0
1,6,7.9504313672532,0.9188441398624096,0.11506113756850359,-5.355342730557057,0
2,3,0.1684503514037608,0.18618279175239116,0.8353587620653296,-5.380446671909604,0
2,3,1.1477308071336196,0.9957944539307814,0.7146349828453313,-3.6383674531111545,1
2,3,0.8876151663678994,0.663627566841272,0.6419969202054822,-4.803126375488333,1
2,3,1.2167838587874837,0.7648561998816021,0.5611755659765775,-5.805553137426125,1
2,3,1.2660185360592329,1.1216427247888934,0.7250042383605455,-4.47827237416296,1
2,3,1.0879609624564173,1.2075549621764534,0.8374500657929752,-6.200376929333432,1
2,3,1.001296172994699,1.4054647559090925,0.9517762706688265,-4.669221632671213,1
2,3,0.9214675925948665,0.7000452849476555,0.6496846323854603,-4.471122435617778,1
