edge1,edge2,x1,x2,angle,y,which
0,1,6.6728819725532285,2.567654676441831,0.3673254713017555,-5.257220200843958,0
0,1,5.993271506109226,3.2247897526825073,0.4936365131256634,-6.256461316802251,0
0,1,6.732657166188131,3.8406011773131086,0.5184032806960442,-5.893064590441455,0
0,1,2.401621107903746,2.404951231905444,0.7860909904753406,-4.6126612502661635,0
0,1,9.03571926832008,2.2769871094111855,0.2468586563482406,-5.745076445113448,0
0,1,5.8522870348314235,1.790011803007292,0.29682912211196255,-4.593666445067145,0
0,1,7.396650301655253,3.0869166503805907,0.3953645506832893,-5.3256594187946655,0
0,1,5.226010364910479,4.109679251698583,0.6663865327198012,-5.72111725858636,0
0,1,5.368729399346551,6.494973702748239,0.8800464537195937,-5.474400729858712,0
0,1,3.4150364545804495,5.750110830268509,1.03486832697107,-5.459332564055136,0
0,1,3.632290281281092,4.550375414078627,0.8971296635195859,-6.3028290161889,0
0,1,1.056894710526806,8.097109589425548,1.4410027168255768,-3.727602699725178,0
0,1,4.216407307500555,5.135460777549069,0.8833584603379837,-5.99795998602815,0
0,1,3.5938958796930605,4.874828493617251,0.9355147729512351,-5.148049219342708,0
0,1,3.6988402199928516,2.220230119837339,0.5406035574812191,-5.087177419962008,0
0,1,7.383586940959274,7.256546697950814,0.7767208481765954,-4.14288582267163,0
0,1,6.34838498785355,2.4516173007381794,0.36853583246874283,-3.6089439614535177,0
0,4,4.403638030863249,0.5269793332068362,0.11910269565251125,-5.073762083605507,0
0,4,0.9154165727748844,0.8202243169559074,0.7306074627793683,-5.615543263545561,0
0,5,7.439281333832609,2.3780958297968233,0.30940122321483166,-3.425998221647043,0
2,3,0.799424474103567,0.8489167759447069,0.8154146644819257,-3.9734913616037844,1
2,3,0.8013478671872192,1.0381124951837728,0.9134085072152617,-7.073829467171556,1
2,3,0.7670050633085306,0.9450914580344509,0.8890420085898603,-3.7900956196422504,1
2,3,0.7583794761852785,0.7465773628894175,0.7775561635094292,-6.240640638108145,1
2,3,0.8553333716162633,1.2359469155101142,0.9654279036215831,-5.347179873601505,1
2,3,0.7741012438450928,1.1788954787748251,0.9897725679018102,-5.627036860918847,1
2,3,1.0066552373056605,0.9585735831055489,0.7609368572410377,-7.408882755264776,1
2,3,1.1420277491932582,1.1646409396298438,0.7952012470228794,-5.168914754978528,1
2,3,1.067311014820699,1.329405724882232,0.8943210787197378,-4.315029173779745,1
2,3,0.9606410293875961,0.6985809549162576,0.6287506225897371,-5.365956221887158,1
2,3,0.8065010249383171,0.7351845478294,0.7391723478602445,-4.944184486620583,1
2,3,0.5722365270509311,0.5140607156433026,0.7318950452042989,-8.040652511546087,1
2,3,0.7081633331647192,1.1188122403893057,1.0064934731795456,-6.908057270694537,1
2,3,1.1113112388084827,1.0248040893938675,0.7449228655481192,-3.809898489370049,1
3,4,1.274922309236378,2.1614409625503193,1.037874741874554,-5.042232961178721,0
5,8,1.2510041556247384,0.7640842776398646,0.5483059359772201,-3.9455838114770065,2
5,8,0.7314430022702623,0.9044124555664483,0.8907431266205088,-5.060415869318606,2
5,8,0.7875671331453424,1.083170407357387,0.9421166885400234,-5.044797018802228,2
5,8,1.2998717282075747,0.9928760829073446,0.6522913121601912,-5.0599609074190095,2
5,8,0.908277685543781,0.6135436628023158,0.5940946593456174,-5.5163783120712155,2
5,8,0.8876248699988566,0.8784972148752115,0.7802300190568154,-5.86348612014507,2
5,8,1.081553112873685,0.661233027656607,0.548740500648128,-5.345711740298168,2
5,8,0.812633985869308,1.0062294659251363,0.8914365417148008,-4.244978125485096,2
5,8,1.0713051558282682,0.9310102919522363,0.7154461709324742,-4.906510185193683,2
5,8,0.957205231605871,0.9293905184334086,0.7706558964804151,-3.847526076111941,2
5,8,0.7566918601829457,1.2858271526592433,1.0388856864324194,-4.20555142733693,2
5,8,1.4868288794230144,1.357289838487178,0.7398833342333949,-3.203443536847935,2
5,8,1.0710496578127602,0.944742534535845,0.7228211711582213,-5.705150878903076,2
5,8,1.2538449831881597,0.8021221021852984,0.5691215396456036,-4.47084639020345,2
5,8,1.2920028728023303,1.134224768374582,0.7204593861784017,-3.628404946286815,2
