edge1,edge2,x1,x2,angle,y,which
0,1,3.931069249504366,2.53819361299196,0.5733288729542656,-4.0507385326914775,0
0,1,2.921329919226558,1.9870904705460641,0.5973138420392418,-7.0947861813624815,0
0,1,2.894787921767593,6.288368573251862,1.1393769579725748,-4.682946252984776,0
0,1,4.250452112294212,2.342398225570723,0.5036826683819196,-4.89569611093406,0
0,1,5.001094595664362,1.5554353995788306,0.3015350542532497,-4.5671180589993625,0
0,1,5.346202259470102,5.141408763306648,0.7658734621401718,-5.819896052883724,0
0,1,4.862521160526428,9.928757895738768,1.115389440235263,-5.447563781247909,0
0,1,4.014730264944225,1.1126050514831682,0.27034603456205436,-5.02787278599391,0
0,1,2.783142746414182,7.939683493495595,1.2336443224519194,-4.360962689259473,0
0,1,0.7322275723820568,2.652347659230891,1.3014377358208995,-6.299700213128221,0
0,1,2.1731696462914107,6.874214365448205,1.264604629982485,-3.967552578475921,0
0,1,6.447922998798452,6.043594416664693,0.753041208524156,-3.590725423178415,0
0,1,5.4327544055258326,4.70830437923936,0.7140819979143956,-4.376725756036106,0
0,1,8.946272449281576,4.494122916287952,0.46552253449028974,-5.352133497470597,0
0,1,2.9067674162327233,4.078998631342305,0.9516520793839154,-5.053471144934706,0
0,1,2.7209438137948636,2.482901048307,0.7396863970592935,-6.4357907465458934,0
0,4,5.072422908081121,1.1034759343732548,0.21420662804465057,-6.548664232707789,0
0,4,4.869146231590798,0.7128169932095281,0.14536208867611483,-6.63803528774832,0
0,4,6.014063829022181,2.227878688355358,0.3547711041546737,-4.924519069300461,0
1,2,7.945201367887027,0.8218585992383227,0.10307428822044346,-5.297498220481725,0
1,2,4.9201216388832,0.5346856601521024,0.10824846051537067,-6.1580618604918556,0
1,6,0.5283218305551056,2.663699938797264,1.3749961343180104,-4.245085390453802,0
1,6,3.3854618530753604,3.6359610433993392,0.8210594525841194,-5.61053867598975,0
2,3,0.7856128616973154,1.3040507760426525,1.0285843518622249,-6.298095248462747,1
2,3,1.2092471362983956,1.1647511267595172,0.7666572903276262,-7.550626070616795,1
2,3,1.1099150927790717,1.2377647451550138,0.8398022982914297,-5.423933042117556,1
2,3,0.9578934722874896,0.9769952052338534,0.7952701072682713,-5.950529841664619,1
2,3,1.7077390697019363,1.3998953555215736,0.6866598289067963,-3.247962515718336,1
2,3,1.2454026120007586,0.9882276293559136,0.6707652652275272,-6.324981627491715,1
2,3,1.249781368882084,1.5064176680235724,0.8782428593688828,-5.308002977059144,1
2,3,1.382554460928995,1.1090345372124728,0.6760586752122568,-3.3048375673423838,1
2,3,1.3111737021971865,1.1154253338725102,0.7049046750575269,-4.332043278396747,1
2,3,0.7424617218502859,1.1094900007130553,0.9810475215964034,-5.021682118391354,1
2,3,1.0267777128515867,0.7973289319877609,0.6602684174105643,-5.02076411164567,1
2,3,0.8155974115819553,0.7307575783307041,0.7305887168609224,-6.428391746847723,1
5,8,0.7467932656048829,1.067997755881072,0.960576514788836,-4.346851928490989,2
5,8,1.0487734466280179,1.03213207664352,0.7774011567834455,-3.438814802608634,2
5,8,1.333476604546589,1.03822903568348,0.6615478729172648,-4.2446984393731215,2
5,8,1.2448147720622378,0.6151012847736362,0.45894121239752733,-5.536244118645477,2
5,8,0.8136822456395844,0.9835701148926332,0.8796445651558772,-2.6340782225193458,2
5,8,1.4734788351096668,1.3291621134158422,0.7339504849488375,-5.489144317447138,2
5,8,1.1617750442212722,0.8577901442671005,0.6359997224490154,-5.813147517573956,2
5,8,1.2688235322306107,1.1576570759357014,0.7396163106258227,-5.379730792601559,2
5,8,1.0396028741224672,0.5546772443808119,0.4901238479413112,-4.6671504685860095,2
5,8,0.9765969435925537,0.7666474528794105,0.6655393874519225,-4.669888820422059,2
5,8,0.6039701617931597,1.2651225263042067,1.1253911981218996,-4.651830653616309,2
5,8,1.0910379923363922,0.9594192644908492,0.7212961679367068,-4.643037793204085,2
5,8,1.1435458357683772,0.8728201183896995,0.6519321575014889,-4.093592528039819,2
5,8,1.2278275259365916,1.1746588043706185,0.763271068092542,-6.459126971486591,2
5,8,1.1593047853774883,0.9065832988991825,0.6636722837402209,-3.063438237341785,2
