edge1,edge2,x1,x2,angle,y
0,1,0.0001648013836167095,0.3362565737899093,1.5703062207768523,-6.424255159107668
0,1,2.059704932894886,0.07221340783349726,0.03504571942879642,-4.92299191970914
0,1,2.278598502802707,0.8189858775657272,0.34504669493475015,-4.884287469018438
0,1,2.090956100021272,0.5667734653544522,0.2646990592844139,-6.019956265386336
0,1,0.4037672168112998,0.4309390265822493,0.8179392140781075,-4.588275297399459
0,1,0.5188869274073201,1.207878010304128,1.1650481058055489,-5.016548532676574
0,1,0.5732950470064817,1.0009326381747021,1.0506464420478652,-4.788717259074739
0,1,0.5250694393510078,1.2301345569431232,1.1673690373403312,-6.209982921998253
0,1,0.5455341540358633,0.5570019589373748,0.7957990847257792,-4.947707272155145
0,1,0.49980019025308986,0.009926456623545197,0.01985823925476096,-5.348351250377143
0,1,0.3678455871325916,0.300600210331285,0.6851358873612668,-5.3581482409844865
0,1,1.2448092219859357,0.578809314799257,0.4352398563349651,-4.501918896468064
0,1,0.010866123870560369,0.09427627270280921,1.4560443690078335,-3.753388741990878
0,1,0.693394471979359,1.2428850865442116,1.0619149180345546,-4.955309207117692
0,1,1.0554382715416746,0.5085262729234581,0.4489942773234931,-4.069592971184542
0,1,0.4501255831992787,0.7034728765702398,1.0015810203064657,-7.014246711926725
0,1,0.5429916075566246,0.22249070712611668,0.3888830253966072,-4.958226314663669
0,1,1.6840631439395497,1.4677845622018566,0.7168859453214328,-5.1212597245424725
0,1,0.10164308501695221,0.2794978206858874,1.2220015796618686,-5.71234066736979
0,1,0.9314946649132165,0.7427846510054027,0.6731606554422408,-4.977542510495388
0,1,0.19709945725806613,0.056020904694764735,0.2769236932903693,-5.1059085241528255
0,1,0.4936162333365216,0.09779382645384224,0.19558444434398373,-4.308105663588367
0,1,0.03847351145208689,1.7913313621531204,1.5493220210819205,-4.184014995857093
0,1,1.3350524978251468,0.9741745698517613,0.6303755513854268,-3.185996982030521
0,1,1.7172874390625545,0.45158460112459103,0.25714227530646255,-6.6535383051529315
0,1,0.5018836248286289,1.3968107447299294,1.225854533849629,-3.8699566486382633
0,1,0.6774785025487875,0.6966898742894743,0.7993776149602798,-4.411898386081605
0,1,1.7358872176996896,0.8968844874419127,0.47689615314728295,-4.981330964280247
0,1,0.3847843751877654,0.7495876704908491,1.0965432199307146,-4.349992757059242
0,1,0.7527466484459351,0.6264767296653034,0.6941012059242664,-4.994038505464144
0,1,0.14516608117198393,1.9041992873204172,1.4947087887720243,-3.389485717397252
0,1,0.31279687573735415,0.5069123212942145,1.0179248327536907,-4.640707535229008
0,1,0.12527960180975978,1.7630482143752615,1.4998570418443429,-5.3244793529584555
0,1,0.8944112994371045,1.3657754150176888,0.9910021202549042,-5.89781795685946
0,4,1.2100264354275847,0.04341584076926695,0.03586469103756332,-4.789439642065606
0,4,0.6144510123350284,1.2056298341584186,1.0994573903456148,-4.130680977097765
0,4,0.7915213067165656,0.41995063628446994,0.4877967471652028,-3.8619639716438163
0,4,0.6553069527571237,0.5445456892433762,0.693346657786977,-3.9740483273326896
0,4,0.7663487598065167,1.841008866139929,1.1763469469451462,-5.10566442266626
