edge1,edge2,x1,x2,angle,y
0,1,0.11711316444667984,1.3795431450485922,1.4861066676513672,-6.284773859274909
0,1,0.8907386609741229,1.2715854222823888,0.9597385252842883,-4.874699985611442
0,1,1.8328108484569081,1.0986750497544184,0.5400136203269658,-7.631592453765717
0,1,0.09654666289878229,0.9515202072444384,1.4696766988007204,-5.273014823234356
0,4,0.15093868379034617,0.8270790109505644,1.390286692401824,-5.865874752729967
0,4,0.0050356749797181655,0.7135097236241938,1.5637388317017227,-4.118678789505222
0,4,0.4338768003596361,0.4017799752640832,0.7470079339663782,-5.2743557201057065
0,4,0.6398575757321853,0.37569524624152456,0.5309207228614944,-6.49090977540908
0,4,0.6220876528393465,0.9683023959092677,0.9997456867864545,-5.547329422332394
0,5,1.302646732480779,0.32776124628691666,0.2464950441781582,-4.55383261350335
0,5,0.3957657892334046,0.2890596717679152,0.6308260280641784,-4.561383892423395
0,5,0.9207938940090176,0.7991453587799567,0.7147873598050172,-4.420231668007653
0,5,0.6208254108180099,1.6047186013242805,1.2016556099801368,-4.616293807214752
0,5,0.10484616777169231,0.7695299577828256,1.435383096672973,-5.16647567323329
1,2,1.674988479921614,0.9959151082395228,0.536424876970263,-5.065997080225896
1,2,1.64322149213904,1.1601071622548178,0.6147385408169159,-5.139846460693164
1,2,1.8101712195657207,1.7190664707595225,0.7595896097740461,-4.758868500835214
1,2,0.6842014943074893,0.6072182152184363,0.725857267896639,-5.038639567522617
2,3,0.8656609638930463,0.7547843736336913,0.7170811156758403,-4.043284611509935
2,3,0.06736597847072,1.018278971714627,1.5047358883599367,-5.5917884733923975
2,7,0.4970257997341408,0.1517485312185907,0.29632412227481914,-5.342529303866769
3,4,0.737510568537333,2.534991846454541,1.287679303391827,-4.603421232166497
3,4,0.00740587299965909,2.0382419812392314,1.567162881660704,-4.170575215241874
3,4,0.12420101051154366,0.3332797932296278,1.2140762034562134,-5.677663603558712
3,8,1.3677011474146443,1.7105882913660921,0.8963297355387576,-4.519906943691968
3,8,0.49707015389653475,0.028096486449426528,0.056464104421399396,-5.795649260899179
3,8,0.4655167281202551,0.37218765648570057,0.6744452055451625,-4.956264258858016
3,8,0.1023264532307392,1.382832987354137,1.4969332521258805,-3.4541761478624613
4,9,0.10588134159745803,0.8876563836369801,1.4520753651620968,-2.348825642391615
4,9,0.20777250539325512,0.4959607171890845,1.1740787823989443,-6.47644516565121
4,9,0.15962768077824335,0.4196764252828668,1.2073357040922392,-5.129737482764914
4,9,0.2324389414758707,0.8178338157849769,1.293885267471524,-3.1932364278391114
4,9,1.3950320791439925,0.6299532966773851,0.4241579746260044,-6.75419879640819
4,9,0.2194447885883462,1.6883831181506204,1.4415475423776953,-5.485886895654415
5,7,2.4030809582145634,1.3331878767667622,0.5065077751089085,-4.522023659663379
5,7,1.422555755262776,0.8754386150780737,0.5516650212227326,-4.0123500007634325
5,7,0.6603923758620046,1.2785127000668965,1.0940109711554662,-4.960384690113655
5,8,1.142635217429147,0.25434059754759114,0.21902057698133676,-2.329519336265214
5,8,0.3494894449798691,0.003366724503277073,0.009632967214459215,-3.072375066326649
5,8,0.7190148205651046,0.8822613337268435,0.8869949145003502,-6.179845779937917
6,8,0.6186006908211585,1.3086733152127537,1.1292319929016459,-5.522771086079043
6,8,0.7295139415119476,0.026769171765725353,0.03667807446263994,-1.67772791426657
6,8,0.11071877699575215,1.4060554296479482,1.492214231620571,-3.216317281960574
6,9,1.7940093378232713,0.0509393543374231,0.02838651411499312,-5.54518776359973
6,9,0.7274882341493025,1.188069415961175,1.0213613598700857,-6.241139590258375
6,9,0.14852471625991107,1.6089239702936322,1.4787441424930152,-5.641689678663646
6,9,0.23697042332993312,0.8873969108464327,1.3098454699563968,-5.222246823709724
6,9,0.5170647901704125,0.6553756004654252,0.9028237606576196,-4.591570620575325
7,9,0.2997431157607499,0.2756927088045077,0.7436273584094258,-5.836452119284768
7,9,0.7262000824286688,1.5094377366532805,1.1223775593861374,-3.624136277017481
